rowNumber,timestamp,handle,productTitle,field,original,updated,reason,severity,phase
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Body (HTML),"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz<span><span><span class=""a-list-item""></span></span></span></span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger  aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p><iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/OzkiVYMIP_Q"" width=""560""></iframe></p>
<!-- /TABS -->","<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-metallic-20ml-gold-3812""></p><p><meta name=""description"" content=""Pentart Wachspaste - pentart wax paste in pentart online shop - mit Orangenöl und seidig schimmerndem Metalleffekt für&nbsp;jeden Untergrund Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet Verleiht der Oberfläche einen seidig metallischen Glanz PRODUKTBESCHREIBUNG Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann&nbsp;auf jeden&nbsp;Untergrund angewandt werden und&nbsp;verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger &nbsp;aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. Suchwörter: wachs, abtönen, finish, bee wax,&nbsp;pentart wax paste Bewertungen""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Wachspaste metallic 20ml - gold""></p><p><meta property=""og:description"" content=""Pentart Wachspaste - pentart wax paste in pentart online shop - mit Orangenöl und seidig schimmerndem Metalleffekt für&nbsp;jeden Untergrund Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet Verleiht der Oberfläche einen seidig metallischen Glanz PRODUKTBESCHREIBUNG Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann&nbsp;auf jeden&nbsp;Untergrund angewandt werden und&nbsp;verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger &nbsp;aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. Suchwörter: wachs, abtönen, finish, bee wax,&nbsp;pentart wax paste Bewertungen""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-metallic-20ml-gold-3812""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/files/pentart-wachspaste-metallic-20ml-gold-bastelschachtel-46838.jpg?v=1753713782""></p><p><meta property=""og:image:alt"" content=""Wachspaste metallic 20ml - gold – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Wachspaste metallic 20ml - gold""></p><p><meta name=""twitter:description"" content=""Pentart Wachspaste - pentart wax paste in pentart online shop - mit Orangenöl und seidig schimmerndem Metalleffekt für&nbsp;jeden Untergrund Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet Verleiht der Oberfläche einen seidig metallischen Glanz PRODUKTBESCHREIBUNG Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann&nbsp;auf jeden&nbsp;Untergrund angewandt werden und&nbsp;verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger &nbsp;aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. Suchwörter: wachs, abtönen, finish, bee wax,&nbsp;pentart wax paste Bewertungen""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/files/pentart-wachspaste-metallic-20ml-gold-bastelschachtel-46838.jpg?v=1753713782""></p><p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz<span><span><span class=""a-list-item""></span></span></span></span></span></span></span></li>
</ul>

<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger  aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p></p>",Body preserved - high quality existing content.,info,3b
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,SEO Title (suggested),Wachspaste metallic 20ml - gold,Pentart Wachspaste metallic 20ml - gold,Preview only (Validate Mode),info,3c
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,SEO Description (suggested),"Pentart Wachspaste - pentart wax paste in pentart online shop - mit Orangenöl und seidig schimmerndem Metalleffekt für&nbsp;jeden Untergrund Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet Verleiht der Oberfläche einen seidig metallischen Glanz PRODUKTBESCHREIBUNG Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann&nbsp;auf jeden&nbsp;Untergrund angewandt werden und&nbsp;verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger &nbsp;aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. Suchwörter: wachs, abtönen, finish, bee wax,&nbsp;pentart wax paste Bewertungen",Entdecken Sie unsere vielfältige Produktpalette für all Ihre kreativen Bedürfnisse. Entdecken Sie das Produkt 'Pentart Wachspaste metallic 20ml -,Preview only (Validate Mode),info,3c
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Tags,bestseller,bestseller,Tag 'bestseller' does not align with product category 'uncategorized',warn,3e
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Tags,lowstock,lowstock,Tag 'lowstock' does not align with product category 'uncategorized',warn,3e
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Tags,metallic,metallic,Tag 'metallic' does not align with product category 'uncategorized',warn,3e
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Tags,pentart,pentart,Tag 'pentart' does not align with product category 'uncategorized',warn,3e
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Tags,wachpaste,wachpaste,Tag 'wachpaste' does not align with product category 'uncategorized',warn,3e
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Tags,"bestseller, Low Stock, metallic, pentart, wachpaste","bestseller,lowstock,metallic,pentart,wachpaste","Tags normalized, duplicates/banned terms removed, and validated",info,3e
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Uncategorized),warn,4
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Google Shopping / Condition,,new,Condition set to new,info,4
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,SEO Description,,,SEO desc length 1186,warn,4
25,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,Pentart Wachspaste metallic 20ml - gold,Google Shopping / Google Product Category,,,Missing google category for product category: Uncategorized,warn,4
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Product Category,,Allgemein,Default category assigned,info,2
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-metallic-20ml-gold-3812""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-metallic-20ml-gold-3812""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-gold-bastelschachtel-32529.jpg?v=1753713782""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-gold-bastelschachtel-32529.jpg?v=1753713782""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Variant SKU,,PEN-PRD-Z8WG,Generated per SOP,info,3d
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Variant Taxable,,TRUE,Taxable default,info,3d
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Google Shopping / Condition,,new,Condition set to new,info,4
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,SEO Description,,,SEO desc length 0,warn,4
26,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Product Category,,Allgemein,Default category assigned,info,2
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-metallic-20ml-gold-3812""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-metallic-20ml-gold-3812""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-gold-bastelschachtel-87464.jpg?v=1753713782""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-gold-bastelschachtel-87464.jpg?v=1753713782""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Variant SKU,,PEN-PRD-2QH3,Generated per SOP,info,3d
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Variant Taxable,,TRUE,Taxable default,info,3d
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Google Shopping / Condition,,new,Condition set to new,info,4
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,SEO Description,,,SEO desc length 0,warn,4
27,03/10/2025,pentart-wachspaste-metallic-20ml-gold-3812,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
